ESPH1705148347 ESPH1704373126 USAM0071494672
CANH0000807327 00000000000000 00000000000000
CANH0001369909 CANH0001186735 CANM0000250916
CANM0000250916 CANH0000442259 CANM0000235718
CANM0000235718 00000000000000 00000000000000
CANH0000442259 00000000000000 00000000000000
CANH0001186735 00000000000000 00000000000000
CANH0002320559 CANH0002109174 CANM0000274043
FRAH2980044830 FRAH2972011591 CANM0000330643
FRAH2972011591 FRAH2969049751 CANM0000280596
CANM0000280596 CANH0001230750 CANM0000205597
FRAH2969049751 CANH0002063311 CANM0000293895
CANH0002063311 00000000000000 00000000000000
FRAH3541839747 00000000000000 00000000000000
ESPH1705212701 ESPH1704883725 840M3141135083
ESPH1704883725 ESPH1704120267 840M3010354319
ESPH1704120267 ESPH1703763662 USAM0140610404
ESPH1703763662 ESPH1703503217 USAM0062065919
ESPH1703503217 ESPH1703139745 CANM0007535274
ESPH1703139745 ESPH1702872810 USAM0132973942
ESPH1702872810 ESPH1701914412 ITAM9500039013
ESPH1701914412 ESPH1701265971 CANM0005853023
ESPH1701265971 ESPH0800821985 ESPM1700878693
ESPM1700878693 ESPH0800755008 CANM0000392457
ESPH0800755008 ESPH0800541331 USAM0001939099
ESPH0800541331 ESPH0800056058 CANM0000363162
ESPH0800056058 ESPH0800046281 USAM0001667607
USAM0001667607 USAH0006912826 USAM0001491007
USAH0006912826 USAH0006124482 USAM0001484904
USAM0001484904 USAH0004665831 USAM0001406271
USAH0004665831 USAH0003842011 USAM0001053895
USAM0001053895 00000000000000 00000000000000
USAH0006124482 USAH0003997732 USAM0001286036
USAM0001286036 USAH0002580430 USAM0001112211
USAH0002580430 00000000000000 00000000000000
USAH0003997732 USAH0002334437 USAM0001074767
USAM0001074767 00000000000000 00000000000000
USAH0002334437 00000000000000 00000000000000
ESPH0800046281 XXXHBB00000924 USAM0001589706
XXXHBB00000924 00000000000000 00000000000000
ESPH0800821985 ESPH0800053697 USAM0002027062
ESPH0800053697 ESPH0800013537 USAM0001792173
ESPH0800013537 XXXH0B00012320 USAM0001565870
XXXH0B00012320 00000000000000 00000000000000
ESPH1705384635 ESPH1704883725 840M3200824757
ESPH1705212689 ESPH1704887458 840M3132353560
ESPH1704887458 00000000000000 CANM0107359260
CANM0107359260 CANH0106676836 USAM0062768990
CANH0106676836 CANH0103974968 USAM0135746776
CANH0103974968 CANH0101760630 CANM0010705608
CANH0101760630 CANH0100748831 USAM0123066734
ESPH1705212685 ESPH1704887459 840M3132353560
ESPH1704887459 00000000000000 DEUM0539782028
DEUM0539782028 USAH0074327163 CANM0012042760
CANM0012042760 USAH0071494758 CANM0107281711
USAH0071494758 USAH0069619061 ITAM7990915143
USAH0069619061 USAH0137411694 CANM0008956379
USAH0137411694 USAH0128850336 GBRM0000598172
USAH0128850336 USAH0120265527 USAM0017090087
USAM0017090087 USAH0014658311 CANM0000382748
USAH0014658311 USAH0011168622 USAM0001981946
USAM0001981946 USAH0011002112 USAM0001665634
USAH0011168622 USAH0010532154 USAM0001622953
USAM0001622953 XXXH0006234203 USAM0001441440
XXXH0006234203 USAH0004825172 USAM0001237057
USAH0004825172 USAH0004203628 USAM0001150470
USAH0004203628 USAH0004155345 USAM0001200591
USAM0001200591 USAH0003096115 USAM0001053274
USAM0001053274 00000000000000 00000000000000
USAH0003096115 00000000000000 00000000000000
USAH0004155345 00000000000000 00000000000000
USAH0010532154 USAH0009279748 USAM0001630251
USAH0009279748 USAH0007997554 USAM0001591327
USAM0001591327 USAH0005978765 USAM0001383926
USAH0005978765 USAH0005165522 USAM0001392858
USAH0007997554 USAH0007277533 CANM0000284090
USAH0007277533 USAH0006673418 USAM0001379390
USAM0001379390 USAH0003122167 USAM0001282185
USAH0006673418 USAH0005491251 USAM0001349678
USAH0005491251 USAH0004644689 USAM0001198696
USAH0004644689 USAH0002661569 USAM0001202275
USAM0001202275 USAH0002417587 USAM0000915469
USAH0002417587 00000000000000 00000000000000
USAH0002661569 00000000000000 00000000000000
USAH0120265527 USAH0015394150 USAM0002114601
USAH0015394150 USAH0014336728 USAM0002030882
USAH0014336728 USAH0013450303 USAM0001929410
USAH0013450303 USAH0012250151 USAM0001883228
USAH0012250151 USAH0010554386 CANM0000347993
USAH0010554386 USAH0009777721 USAM0001520161
USAH0009777721 USAH0009037800 USAM0001565870
USAH0009037800 USAH0008263461 USAM0001539377
USAM0001539377 USAH0004875341 USAM0001347940
USAH0004875341 USAH0004293242 USAM0001301171
USAM0001301171 USAH0003661485 USAM0000956081
USAH0003661485 USAH0002876313 USAM0000847579
USAH0002876313 00000000000000 00000000000000
USAH0004293242 USAH0003581242 USAM0001204452
USAM0001204452 USAH0002473123 USAM0000874306
USAH0002473123 00000000000000 00000000000000
USAH0003581242 00000000000000 00000000000000
USAH0008263461 USAH0006023269 USAM0001481952
USAM0001481952 USAH0004605703 USAM0001404687
USAM0001404687 USAH0003553202 USAM0001304176
USAM0001304176 CANH0000867511 CANM0000218222
CANH0000867511 00000000000000 00000000000000
USAH0003553202 USAH0003122303 USAM0001058625
USAH0003122303 00000000000000 00000000000000
USAH0004605703 USAH0004182537 USAM0001197956
USAM0001197956 USAH0002863691 USAM0001126982
USAM0001126982 USAH0002136326 USAM0001064734
USAH0004182537 USAH0003576857 USAM0001188731
USAH0003576857 00000000000000 00000000000000
USAH0006023269 USAH0005279885 USAM0001210507
USAH0005279885 USAH0004171239 USAM0001257762
USAH0004171239 USAH0003833507 USAM0001245650
USAM0001245650 USAH0003213549 USAM0001054406
USAH0003213549 00000000000000 00000000000000
USAH0003833507 USAH0002825746 USAM0001126517
USAM0001126517 USAH0002166770 USAM0000901195
USAH0002166770 00000000000000 00000000000000
USAH0002825746 00000000000000 00000000000000
USAH0074327163 USAH0072205169 840M3006972816
USAH0072205169 USAH0069250651 USAM0069951907
USAH0069250651 USAH0062496851 CANM0008956379
USAH0062496851 USAH0060602011 GBRM0000598172
ESPH1705384611 ESPH1704887459 840M3200824757
ESPH1705212691 ESPH1704888018 840M3132353560
ESPH1704888018 ESPH1703652654 USAM0070243094
ESPH1705232183 ESPH1704888019 840M3132353418
ESPH1704888019 ESPH1703948684 USAM0074414110
ESPH1703948684 ESPH1703656616 USAM0137974489
ESPH1703656616 ESPH1703358501 USAM0062065919
ESPH1703358501 ESPH1702693528 USAM0132815970
ESPH1702693528 ESPH1702605378 CANM0010705608
ESPH1702605378 ESPH1702143717 USAM0123066734
ESPH1702143717 ESPH1701497611 CANM0006026421
ESPH1701497611 FRAH2992038694 FRAM3589020602
FRAM3589020602 USAH0011782397 USAM0001879085
FRAH2992038694 00000000000000 FRAM2982046058
ESPH1705214560 ESPH1704888022 840M3132353418
ESPH1704888022 ESPH1703948729 840M3010354319
ESPH1703948729 ESPH1703656604 USAM0070477026
ESPH1705215830 ESPH1704888023 840M3132353418
ESPH1704888023 00000000000000 USAM0074414026
ESPH1705217894 ESPH1704888024 840M3141135083
ESPH1704888024 ESPH1704031666 840M3133371318
840M3133371318 840H3013060745 USAM0072156794
840H3013060745 USAH0057187380 USAM0069169951
USAH0057187380 USAH0056264510 USAM0064966739
USAH0056264510 USAH0053452457 USAM0060597003
ESPH1704031666 ESPH1703946830 USAM0070477026
ESPH1703946830 FRAH2223048038 USAM0137002991
USAM0137002991 USAH0060462691 GBRM0000598172
FRAH2223048038 FRAH2223047944 USAM0130588960
FRAH2223047944 FRAH2223047826 CANM0006947936
FRAH2223047826 00000000000000 00000000000000
ESPH1705232168 ESPH1704888026 840M3132353418
ESPH1704888026 ESPH1704027752 USAM0074414125
ESPH1704027752 ESPH1703436913 CANM0007925737
ESPH1703436913 ESPH1702871556 USAM0131621936
ESPH1702871556 ESPH1702549081 ESPM1702549160
ESPH1702549081 ESPH1701344394 ESPM1702019368
ESPH1701344394 ESPH1700927015 CANM0005353447
CANM0005353447 CANH0004428991 CANM0000383622
CANH0004428991 CANH0003335869 USAM0001773417
CANH0003335869 CANH0002571024 CANM0000347045
CANM0000347045 USAH0008020671 CANM0000308691
USAH0008020671 USAH0007327702 USAM0001458744
USAH0007327702 USAH0006480847 USAM0001464838
USAM0001464838 USAH0005063916 USAM0001142734
USAH0005063916 USAH0004251914 USAM0001148087
USAH0004251914 USAH0003221988 USAM0001192700
USAM0001192700 USAH0002415257 USAM0001117412
USAH0002415257 00000000000000 00000000000000
USAH0003221988 00000000000000 00000000000000
USAH0006480847 USAH0005675917 USAM0001459996
USAH0005675917 USAH0004635740 USAM0001376807
USAM0001376807 USAH0004507239 USAM0001295523
USAH0004635740 USAH0004121852 USAM0001292827
USAM0001292827 USAH0004018918 USAM0001260972
USAM0001260972 USAH0003551244 USAM0001161774
USAM0001161774 CANH0000403894 CANM0000137532
CANH0000403894 00000000000000 00000000000000
USAH0003551244 USAH0002744755 USAM0001075543
USAM0001075543 00000000000000 00000000000000
USAH0002744755 00000000000000 00000000000000
USAH0004018918 USAH0002953484 USAM0000890281
USAM0000890281 00000000000000 00000000000000
USAH0002953484 00000000000000 00000000000000
USAH0004121852 USAH0002872596 USAM0001013415
USAH0002872596 00000000000000 00000000000000
CANH0002571024 CANH0001448471 CANM0000282293
CANH0001448471 CANH0001272339 CANM0000255312
CANM0000255312 CANH0000753637 CANM0000224931
CANM0000224931 USAH0002264786 CANM0000115346
USAH0002264786 CANH0000352955 CANM0000137940
CANH0000352955 00000000000000 00000000000000
CANH0000753637 CANH0000460578 CANM0000161055
CANM0000161055 00000000000000 00000000000000
CANH0000460578 00000000000000 00000000000000
CANH0001272339 CANH0000930010 CANM0000239389
CANM0000239389 00000000000000 00000000000000
CANH0000930010 CANH0000685385 CANM0000211659
CANM0000211659 00000000000000 00000000000000
CANH0000685385 00000000000000 00000000000000
ESPH1700927015 00000000000000 00000000000000
ESPH1705212703 ESPH1704888027 840M3132353418
ESPH1704888027 00000000000000 USAM0070243094
ESPH1705215793 ESPH1704888028 840M3132353418
ESPH1704888028 ESPH1704027791 USAM0074414125
ESPH1704027791 ESPH1703652942 CANM0007925737
ESPH1703652942 FRAH2917861817 FRAM3511734145
FRAH2917861817 FRAH2998026426 FRAM3595071649
FRAH2998026426 FRAH2992014120 FRAM3588001281
FRAH2992014120 00000000000000 00000000000000
ESPH1705214543 ESPH1704888031 840M3132353418
ESPH1704888031 ESPH1704124389 840M3133371318
ESPH1704124389 ESPH1703653010 CANM0007925737
ESPH1703653010 ESPH1703139754 CANM0007535274
ESPH1703139754 ESPH1702688248 ITAM9990158424
ESPH1702688248 ESPH1702323875 ITAM1026022117
ITAM1026022117 ITAH1118044744 CANM0005470579
ESPH1702323875 ESPH1702050894 USAM0017349617
ESPH1702050894 FRAH2997028284 USAM0002160757
USAM0002160757 USAH0013134271 USAM0001964484
USAH0013134271 USAH0010542310 USAM0001773417
FRAH2997028284 FRAH2991019242 FRAM1588055593
FRAM1588055593 USAH0011233745 USAM0001806201
USAH0011233745 USAH0009067751 USAM0001682485
USAH0009067751 USAH0007495095 USAM0001393997
USAH0007495095 USAH0006869652 USAM0001540819
USAH0006869652 USAH0005867233 USAM0001282185
USAH0005867233 USAH0003983470 USAM0001293580
USAH0003983470 USAH0003547431 USAM0001083114
USAM0001083114 00000000000000 00000000000000
USAH0003547431 USAH0002616937 USAM0000808860
USAH0002616937 00000000000000 00000000000000
FRAH2991019242 FRAH2983032374 FRAM2982046058
FRAH2983032374 00000000000000 00000000000000
ESPH1705212698 ESPH1704888033 840M3132353560
ESPH1704888033 ESPH1704127125 840M3010354319
ESPH1704127125 ESPH1703653007 USAM0140610404
ESPH1703653007 ESPH1703306250 USAM0062065919
ESPH1703306250 ESPH1702818964 USAM0131621936
ESPH1702818964 ESPH1702546108 USAM0002275578
ESPH1702546108 ESPH1702368233 USAM0002289419
ESPH1702368233 FRAH2998015166 USAM0002239372
FRAH2998015166 FRAH2995031448 FRAM4490045166
FRAH2995031448 FRAH2991002402 FRAM3588001281
FRAH2991002402 00000000000000 00000000000000
ESPH1705215831 00000000000000 840M3132353418
ESPH1705386598 ESPH1704888035 840M3139888016
ESPH1704888035 ESPH1704231629 USAM0070243094
ESPH1704231629 ESPH1703941757 USAM0070477026
ESPH1703941757 ESPH1703356896 CANM0007925737
ESPH1703356896 ESPH0802664600 USAM0131621936
ESPH0802664600 ESPH0802017492 USAM0002275578
ESPH0802017492 ESPH0801133977 CANM0006026421
ESPH0801133977 ESPH0800422369 USAM0002118530
USAM0002118530 USAH0012677418 USAM0001929410
ESPH0800422369 00000000000000 00000000000000
ESPH1705214549 ESPH1704888035 840M3132353418
ESPH1705214563 ESPH1704888039 840M3132353418
ESPH1704888039 ESPH1704324860 840M3010354319
ESPH1705217871 ESPH1704888041 840M3132353418
ESPH1704888041 ESPH1704236908 840M3131306835
ESPH1704236908 ESPH1703704174 840M3007897669
ESPH1703704174 FRAH5363796990 CANM0101515123
CANM0101515123 CANH0007330213 USAM0017349617
CANH0007330213 CANH0006959995 CANM0006466625
CANH0006959995 CANH0006471473 CANM0005470579
CANH0006471473 CANH0005757129 USAM0002119526
CANH0005757129 CANH0005319783 CANM0000390409
FRAH5363796990 FRAH5363796640 FRAM5395130872
FRAH5363796640 FRAH5363796412 FRAM2997001678
FRAH5363796412 00000000000000 00000000000000
ESPH1705214537 ESPH1704888044 840M3132353418
ESPH1704888044 ESPH1704365408 840M3010354319
ESPH1704365408 ESPH1703757009 CANM0007925737
ESPH1703757009 ESPH1703244877 ESPM0802871183
ESPH1703244877 ESPH1701920276 ESPM0802607271
ESPH1701920276 ESPH1701485287 USAM0002080263
ESPH1701485287 00000000000000 00000000000000
ESPH1705214547 ESPH1704888048 840M3132353418
ESPH1704888048 ESPH1704365418 840M3129015989
ESPH1704365418 ESPH1703844147 840M3007897669
ESPH1703844147 ESPH1703554353 USAM0062942427
ESPH1703554353 ESPH1703195378 USAM0062065919
ESPH1703195378 ESPH1702959668 USAM0131621936
ESPH1702959668 FRAH3561113888 FRAM2998012650
FRAH3561113888 FRAH3561113706 FRAM4495050201
ESPH1705386596 ESPH1704888048 840M3139888016
ESPH1705214552 ESPH1704888050 840M3132353418
ESPH1704888050 ESPH1704373086 840M3129015989
ESPH1704373086 ESPH1704031668 CANM0011492082
ESPH1704031668 ESPH1703946846 USAM0070477026
ESPH1703946846 FRAH2962511414 FRAM2941261044
FRAM2941261044 FRAH2941260143 USAM0061547476
FRAH2941260143 FRAH2941264750 USAM0122358313
FRAH2941264750 FRAH2998012407 USAM0017192679
FRAH2998012407 FRAH5112948320 USAM0002193272
FRAH2962511414 FRAH2920677336 FRAM3511734145
FRAH2920677336 FRAH2994020240 FRAM3592049416
FRAH2994020240 00000000000000 00000000000000
ESPH1705215791 ESPH1704888052 840M3132353418
ESPH1704888052 ESPH1704373092 840M3126775172
ESPH1704373092 ESPH1704121804 USAM0072436877
ESPH1704121804 ESPH1703759065 00000000000000
ESPH1703759065 ESPH1703436916 CANM0007535274
ESPH1703436916 FRAH3545569208 USAM0060839913
USAM0060839913 USAH0122079393 USAM0002290977
USAH0122079393 USAH0015932715 USAM0002161674
USAM0002161674 USAH0012781119 USAM0001983348
USAH0012781119 USAH0011365262 USAM0001806201
USAH0011365262 USAH0009669506 USAM0001672151
USAH0009669506 USAH0008626907 USAM0001556373
USAH0008626907 USAH0007184178 USAM0001450228
USAH0007184178 USAH0006164721 USAM0001458744
USAH0006164721 USAH0005088462 USAM0001216957
USAH0005088462 USAH0004649033 USAM0001264447
USAH0004649033 USAH0003125995 USAM0001061172
USAH0003125995 00000000000000 00000000000000
USAH0015932715 USAH0013837974 USAM0002114601
USAH0013837974 USAH0012393657 USAM0001773417
USAH0012393657 USAH0011172150 USAM0001757418
USAM0001757418 USAH0006761511 USAM0001590582
USAH0006761511 USAH0006001132 USAM0001427381
USAH0006001132 USAH0004399657 USAM0001283917
USAH0011172150 USAH0009817716 USAM0001695258
USAH0009817716 USAH0009354681 USAM0001623525
USAM0001623525 USAH0007647085 USAM0001428104
USAH0009354681 USAH0008099378 USAM0001520283
USAH0008099378 USAH0007564082 USAM0001458744
USAH0007564082 CANH0001932857 CANM0000287171
CANH0001932857 CANH0001389351 CANM0000256075
CANH0001389351 00000000000000 00000000000000
FRAH3545569208 FRAH3545569027 USAM0130153294
USAM0130153294 USAH0017346766 NLDM0839380546
USAH0017346766 USAH0015792277 USAM0002163822
USAH0015792277 USAH0014701901 NLDM0460508522
USAH0014701901 USAH0013234779 USAM0001986164
USAH0013234779 USAH0012444708 CANM0000343514
USAH0012444708 USAH0011815204 USAM0001723741
USAH0011815204 USAH0010632435 USAM0001667366
USAH0010632435 USAH0009906060 USAM0001491007
USAH0009906060 USAH0008842248 USAM0001458744
USAH0008842248 USAH0008295628 USAM0001430145
USAH0008295628 USAH0005552458 USAM0001450228
USAH0005552458 USAH0004828327 USAM0001394315
USAM0001394315 USAH0003994922 USAM0001094305
USAH0003994922 USAH0002922657 USAM0000931267
USAM0000931267 00000000000000 00000000000000
USAH0002922657 00000000000000 00000000000000
USAH0004828327 USAH0003965038 CANM0000255096
CANM0000255096 USAH0003699465 USAM0001204515
USAH0003699465 USAH0002645677 USAM0001028260
USAH0003965038 00000000000000 00000000000000
FRAH3545569027 FRAH3595042591 CANM0005902195
FRAH3595042591 FRAH3591002384 ITAM1306022005
FRAH3591002384 FRAH3587024053 FRAM3588053267
FRAM3588053267 USAH0010595757 USAM0001821208
FRAH3587024053 00000000000000 00000000000000
ESPH1705214550 ESPH1704888053 840M3132353418
ESPH1704888053 ESPH1704373098 840M3129015989
ESPH1704373098 ESPH1703701597 840M3007897669
ESPH1705234646 ESPH1704888055 840M3132353418
ESPH1704888055 ESPH1704373103 840M3131306835
ESPH1704373103 ESPH1703757314 CANM0007925737
ESPH1703757314 ESPH1703437621 USAM0062065919
ESPH1703437621 ESPH1702760958 USAM0132815970
ESPH1702760958 ESPH1702690075 FRAM5896007106
ESPH1702690075 FRAH2224318515 FRAM5112013651
FRAM5112013651 USAH0013939644 USAM0002071864
FRAH2224318515 FRAH2295008327 FRAM5112757946
FRAM5112757946 USAH0015492758 USAM0002193611
USAH0015492758 USAH0014313290 USAM0002071864
USAH0014313290 USAH0012081881 USAM0001983348
USAH0012081881 USAH0011178585 USAM0001723741
USAH0011178585 USAH0010534762 USAM0001667366
USAH0010534762 USAH0008994419 USAM0001650414
USAH0008994419 USAH0006219893 USAM0001491007
USAH0006219893 USAH0005697324 USAM0001244845
USAH0005697324 USAH0004835759 USAM0001237057
USAH0004835759 USAH0004377391 USAM0001024453
USAH0004377391 USAH0002912438 USAM0001185793
USAM0001185793 USAH0002177759 USAM0000972500
USAH0002177759 00000000000000 00000000000000
USAH0002912438 00000000000000 00000000000000
FRAH2295008327 FRAH2202326793 FRAM8987000226
FRAM8987000226 FRAH8982003444 CANM0000352790
FRAH8982003444 FRAH8978003783 USAM0001650414
FRAH8978003783 FRAH8976001457 FRAM8969041981
FRAM8969041981 XXXH0001219265 CANM0000275932
XXXH0001219265 00000000000000 00000000000000
FRAH8976001457 FRAH8969003640 USAM0001515508
USAM0001515508 USAH0004346864 USAM0001289589
USAH0004346864 USAH0003675731 USAM0001024453
USAH0003675731 USAH0002939890 USAM0001129672
USAM0001129672 USAH0002096403 USAM0001077380
USAM0001077380 00000000000000 00000000000000
USAH0002096403 00000000000000 00000000000000
USAH0002939890 00000000000000 00000000000000
FRAH8969003640 FRAH0611380200 FRAM0000027059
FRAM0000027059 FRAH0000119083 FRAM0000024211
FRAM0000024211 FRAH0000076656 FRAM0000022575
FRAM0000022575 NLDH0000163773 NLDM0000-36498
NLDM0000-36498 00000000000000 00000000000000
NLDH0000163773 00000000000000 00000000000000
FRAH0000076656 00000000000000 00000000000000
FRAH0000119083 00000000000000 NLDM0000-37994
NLDM0000-37994 00000000000000 00000000000000
FRAH0611380200 00000000000000 00000000000000
FRAH2202326793 00000000000000 00000000000000
ESPH1705217876 ESPH1704888056 840M3132353418
ESPH1704888056 ESPH1704373105 840M3129015989
ESPH1704373105 ESPH1703656604 CANM0007925737
ESPH1705217881 ESPH1704888057 840M3132353418
ESPH1704888057 ESPH1703947735 840M3010354319
ESPH1703947735 ESPH1703657258 840M3007897669
ESPH1703657258 ESPH1703249503 CANM0007535274
ESPH1703249503 ESPH1702961038 USAM0123586443
ESPH1702961038 FRAH5309086965 NLDM0346674590
NLDM0346674590 NLDH0291640213 NLDM0170943976
NLDM0170943976 NLDH0116198613 NLDM0780180664
NLDH0116198613 NLDH0806158198 NLDM0804434584
NLDM0804434584 USAH0010878466 USAM0001773417
NLDH0806158198 NLDH0804421221 FRAM4483049978
NLDH0804421221 NLDH0803156238 CANM0000362017
NLDH0803156238 NLDH0802351041 USAM0001697162
USAM0001697162 USAH0007888951 USAM0001387978
USAH0007888951 USAH0005843523 USAM0001450228
USAH0005843523 USAH0004648435 CANM0000260599
USAH0004648435 CANH0000821302 CANM0000247501
CANM0000247501 00000000000000 00000000000000
CANH0000821302 00000000000000 00000000000000
NLDH0802351041 NLDH0801373587 USAM0001593395
USAM0001593395 USAH0006418528 USAM0001458744
USAH0006418528 USAH0005838705 USAM0001450228
USAH0005838705 USAH0005341377 USAM0001402599
USAM0001402599 USAH0003362555 USAM0001252985
USAH0005341377 USAH0003130814 USAM0001301736
USAH0003130814 00000000000000 00000000000000
NLDH0801373587 NLDH00HX345489 USAM0001537886
NLDH00HX345489 NLDH00HX246497 NLDM0001-20220
NLDM0001-20220 NLDH00G 640215 NLDM0000-57674
NLDH00G 640215 00000000000000 NLDM0000-45635
NLDH00HX246497 NLDH00HX102048 NLDM009-204151
NLDM009-204151 NLDH00-1706906 NLDM0000-57674
NLDH00-1706906 00000000000000 00000000000000
NLDH00HX102048 00000000000000 00000000000000
NLDH0291640213 NLDH0239339746 NLDM0159659261
NLDM0159659261 NLDH0461998375 NLDM0460508522
NLDH0461998375 USAH0012744569 USAM0001964484
USAH0012744569 USAH0010062895 USAM0001806201
USAH0010062895 USAH0009330489 USAM0001724404
USAM0001724404 USAH0008404959 USAM0001526128
USAH0008404959 USAH0007290913 USAM0001427381
USAH0007290913 USAH0006706889 USAM0001445725
USAM0001445725 USAH0005076948 USAM0001244845
USAH0005076948 USAH0003203892 USAM0001038509
USAH0006706889 USAH0005249538 USAM0001268294
USAH0005249538 USAH0003898613 USAM0001327169
USAM0001327169 USAH0003307036 USAM0000905683
USAH0003307036 USAH0002625824 USAM0000929962
USAH0002625824 00000000000000 00000000000000
USAH0003898613 USAH0003486074 USAM0001194023
USAM0001194023 USAH0002728772 USAM0000904891
USAM0000904891 USAH0001857401 USAM0000739007
USAM0000739007 USAH0001331665 USAM0000422078
USAH0001331665 00000000000000 00000000000000
USAH0001857401 USAH0001583924 USAM0000593178
USAM0000593178 00000000000000 00000000000000
USAH0001583924 00000000000000 00000000000000
USAH0002728772 00000000000000 00000000000000
USAH0009330489 USAH0008537290 USAM0001459339
USAM0001459339 USAH0004585203 USAM0001049547
USAH0004585203 USAH0003583757 USAM0000929962
USAH0003583757 USAH0003239633 USAM0000835921
USAH0003239633 00000000000000 00000000000000
USAH0008537290 USAH0008537289 USAM0001231982
USAM0001231982 USAH0002617563 CANM0000193232
CANM0000193232 CANH0000467237 CANM0000144667
USAH0002617563 USAH0002132730 USAM0000673525
USAH0002132730 00000000000000 00000000000000
USAH0008537289 USAH0003176779 USAM0000922288
USAM0000922288 00000000000000 00000000000000
USAH0003176779 00000000000000 00000000000000
NLDH0239339746 NLDH0199348051 NLDM0817118723
NLDM0817118723 NLDH0316419187 USAM0002030882
NLDH0199348051 NLDH0818683493 NLDM0115467411
NLDM0115467411 NLDH0158457347 NLDM0316419721
NLDH0818683493 NLDH0964224526 NLDM0311651443
NLDH0964224526 NLDH0959996083 USAM0001806201
NLDH0959996083 NLDH0953488438 NLDM0990429366
NLDM0990429366 USAH0009611219 USAM0001672151
USAH0009611219 USAH0009085195 USAM0001537570
USAH0009085195 USAH0007336094 USAM0001526102
USAM0001526102 USAH0005475088 USAM0001261857
USAH0005475088 USAH0004857218 USAM0001315498
USAH0004857218 USAH0004114898 USAM0001112211
USAH0004114898 USAH0003061491 USAM0000903720
USAH0007336094 USAH0006695438 USAM0001312008
USAH0006695438 USAH0006020006 USAM0001368763
USAH0006020006 USAH0005366471 USAM0001085978
USAH0005366471 USAH0004233232 USAM0001065220
USAH0004233232 USAH0003332213 USAM0001145773
USAM0001145773 USAH0002757429 USAM0001058500
USAM0001058500 00000000000000 00000000000000
USAH0002757429 00000000000000 00000000000000
USAH0003332213 00000000000000 00000000000000
NLDH0953488438 NLDH0701770594 USAM0001571320
NLDH0701770594 NLDH0700073719 NLDM0001-75483
NLDM0001-75483 NLDH00G0736692 NLDM00001-7517
NLDM00001-7517 00000000000000 00000000000000
NLDH00G0736692 00000000000000 NLDM0000-53737
NLDM0000-53737 00000000000000 NLDM0000-42014
NLDM0000-42014 00000000000000 NLDM0000-26781
NLDH0700073719 NLDH00GX481323 NLDM0001-47780
NLDM0001-47780 NLDH00G0883514 NLDM009-198018
NLDM009-198018 NLDH0000779618 NLDM0000064138
NLDM0000064138 XXXH0000607574 NLDM0000057784
NLDM0000057784 00000000000000 00000000000000
XXXH0000607574 00000000000000 00000000000000
NLDH0000779618 NLDH0000666262 NLDM0220042874
NLDM0220042874 00000000000000 00000000000000
NLDH0000666262 00000000000000 00000000000000
NLDH00G0883514 NLDH00G0742799 NLDM0000-60773
NLDH00G0742799 00000000000000 00000000000000
NLDH00GX481323 NLDH00GX204854 NLDM0001-80071
NLDM0001-80071 NLDH000GX99940 NLDM0000-69266
NLDM0000-69266 NLDH000-524718 NLDM0000-35949
NLDM0000-35949 00000000000000 NLDM00**-30587
NLDM00**-30587 00000000000000 00000000000000
NLDH000-524718 00000000000000 00000000000000
NLDH000GX99940 00000000000000 NLDM0000-57700
NLDM0000-57700 NLDH0000333654 NLDM0000-47180
NLDM0000-47180 00000000000000 NLDM0000-26781
NLDH0000333654 00000000000000 00000000000000
NLDH00GX204854 NLDH00G0723479 NLDM0000-57544
NLDM0000-57544 NLDH0000466407 NLDM0000-36818
NLDM0000-36818 00000000000000 NLDM0000-32458
NLDH0000466407 NLDH0000273356 NLDM0000032366
NLDH00G0723479 00000000000000 00000000000000
FRAH5309086965 FRAH5305288087 FRAM2994001042
FRAH5305288087 00000000000000 00000000000000
ESPH1705234654 ESPH1704888059 840M3132353418
ESPH1704888059 ESPH1704373134 840M3010356442
ESPH1704373134 ESPH1703653007 USAM0070243094
ESPH1705215825 ESPH1704888061 840M3132353418
ESPH1704888061 ESPH1704373165 840M3129015989
ESPH1704373165 ESPH1703844104 USAM0072436877
ESPH1703844104 ESPH1703193974 CANM0007807946
ESPH1703193974 ESPH1702961174 USAM0123586443
ESPH1702961174 DNKH4406601334 DNKM0000241941
DNKH4406601334 DNKH4406601065 DNKM0000245824
DNKM0000245824 DNKH3158901002 DNKM0000238068
DNKH3158901002 DNKH3158900740 CANM0000392457
DNKH4406601065 00000000000000 00000000000000
ESPH1705232156 ESPH1704888062 840M3132353418
ESPH1704888062 ESPH1704369301 USAM0074414026
ESPH1704369301 FRAH2951510232 FRAM4311966464
FRAM4311966464 FRAH4309201366 FRAM4430688344
FRAH4309201366 CANH0007744851 USAM0060597003
CANH0007744851 CANH0008406833 CANM0010705608
CANH0008406833 USAH0017370813 USAM0002249055
USAH0017370813 USAH0014962426 CANM0005470579
FRAH2951510232 FRAH2951514793 FRAM7260364150
FRAH2951514793 00000000000000 00000000000000
ESPH1705386591 ESPH1704888063 840M3139888016
ESPH1704888063 ESPH1704526523 ITAM8990321677
ESPH1704526523 ESPH1704124378 CANM0011492082
ESPH1704124378 ESPH1703304150 CANM0007925737
ESPH1703304150 ESPH1703026678 ITAM6000030963
ESPH1703026678 ESPH3102720283 USAM0002275578
